,Taxonomy,Parent,Child
2043,CoRel1,seafood,szechwan
2044,CoRel1,seafood,bolognese
2045,CoRel1,seafood,pappardelle
2046,CoRel1,seafood,penne
2047,CoRel1,seafood,rigatoni
2048,CoRel1,seafood,pasta dish
2049,CoRel1,seafood,tortellini
2050,CoRel1,seafood,meat balls
2051,CoRel1,seafood,tagliatelle
2052,CoRel1,seafood,chicken parmesan
2053,CoRel1,seafood,caprese salad
2054,CoRel1,seafood,spaghetti
2055,CoRel1,seafood,alfredo
2056,CoRel1,seafood,gnocchi
2057,CoRel1,seafood,ravioli
2058,CoRel1,seafood,lasagna
2059,CoRel1,seafood,ziti
2060,CoRel1,seafood,pomodoro
2061,CoRel1,seafood,pesto
2062,CoRel1,seafood,veal
2063,CoRel1,seafood,fettuccine
2064,CoRel1,seafood,ragu
2065,CoRel1,seafood,baked ziti
2066,CoRel1,seafood,cavatelli
2067,CoRel1,seafood,veal parmesan
2068,CoRel1,seafood,marinara sauce
2069,CoRel1,seafood,marinara
2070,CoRel1,seafood,prosciutto
2071,CoRel1,seafood,meatballs
2072,CoRel1,seafood,margherita pizza
2073,CoRel1,seafood,caprese
2074,CoRel1,seafood,fettuccine alfredo
2075,CoRel1,seafood,eggplant parmigiana
2076,CoRel1,seafood,parmigiana
2077,CoRel1,seafood,marsala
2078,CoRel1,seafood,alfredo sauce
2079,CoRel1,seafood,carbonara
2080,CoRel1,seafood,gnocci
2081,CoRel1,seafood,veal parm
2082,CoRel1,seafood,eggplant parmesan
2083,CoRel1,seafood,tomato sauce
2084,CoRel1,seafood,chicken parmigiana
2085,CoRel1,seafood,white wine
2086,CoRel1,seafood,parmigiano
2087,CoRel1,seafood,bucatini
2088,CoRel1,seafood,chicken parm
2089,CoRel1,seafood,alla
2090,CoRel1,seafood,pasta
2091,CoRel1,seafood,mozzarella
2092,CoRel1,seafood,basil pesto
2093,CoRel1,seafood,tomato basil
2094,CoRel1,appetizer,pretzel bites
2095,CoRel1,appetizer,pretzel
2096,CoRel1,appetizer,pretzels
2097,CoRel1,appetizer,mozzarella sticks
2098,CoRel1,appetizer,crab dip
2099,CoRel1,appetizer,fried zucchini
2100,CoRel1,appetizer,fondue
2101,CoRel1,appetizer,soft pretzel
2102,CoRel1,appetizer,sampler
2103,CoRel1,appetizer,bavarian
2104,CoRel1,appetizer,soft pretzels
2105,CoRel1,appetizer,apple pie
2106,CoRel1,appetizer,root beer float
2107,CoRel1,appetizer,popcorn
2108,CoRel1,appetizer,brats
2109,CoRel1,appetizer,corn dog
2110,CoRel1,appetizer,monkey
2111,CoRel1,appetizer,chocolate chip cookie
2112,CoRel1,appetizer,candied bacon
2113,CoRel1,appetizer,floats
2114,CoRel1,appetizer,pecan pie
2115,CoRel1,appetizer,chess
2116,CoRel1,appetizer,oktoberfest
2117,CoRel1,appetizer,small bites
2118,CoRel1,appetizer,sticks
2119,CoRel1,appetizer,strudel
2120,CoRel1,appetizer,bruchetta
2121,CoRel1,appetizer,sliders
2122,CoRel1,appetizer,smores
2123,CoRel1,appetizer,belgian
2124,CoRel1,appetizer,balls
2125,CoRel1,appetizer,cheese curds
2126,CoRel1,appetizer,tater tots
2127,CoRel1,appetizer,ham cheese
2128,CoRel1,appetizer,root beer
2129,CoRel1,appetizer,sundaes
2130,CoRel1,appetizer,funnel cake
2131,CoRel1,appetizer,guinness
2132,CoRel1,appetizer,peanut butter and jelly
2133,CoRel1,appetizer,chicken fingers
2134,CoRel1,appetizer,brown bag
2135,CoRel1,appetizer,puppy
2136,CoRel1,appetizer,milk shake
2137,CoRel1,appetizer,bratwurst
2138,CoRel1,appetizer,cookie dough
2139,CoRel1,appetizer,hot dogs
2140,CoRel1,appetizer,cookie
2141,CoRel1,appetizer,mini
2142,CoRel1,appetizer,texas toast
2143,CoRel1,appetizer,steak tartare
2144,CoRel1,appetizer,beef tartare
2145,CoRel1,appetizer,bacon wrapped dates
2146,CoRel1,appetizer,escargot
2147,CoRel1,appetizer,tartar
2148,CoRel1,appetizer,carpaccio
2149,CoRel1,appetizer,mains
2150,CoRel1,appetizer,short rib
2151,CoRel1,appetizer,tartare
2152,CoRel1,appetizer,wagyu
2153,CoRel1,appetizer,confit
2154,CoRel1,appetizer,kobe
2155,CoRel1,appetizer,bone marrow
2156,CoRel1,appetizer,fois gras
2157,CoRel1,appetizer,foie gras
2158,CoRel1,appetizer,venison
2159,CoRel1,appetizer,wagyu beef
2160,CoRel1,appetizer,steak frites
2161,CoRel1,appetizer,elk
2162,CoRel1,appetizer,bavette
2163,CoRel1,appetizer,waygu
2164,CoRel1,appetizer,hanger steak
2165,CoRel1,appetizer,duck
2166,CoRel1,appetizer,entr es
2167,CoRel1,appetizer,short ribs
2168,CoRel1,appetizer,beef wellington
2169,CoRel1,appetizer,main courses
2170,CoRel1,appetizer,steaks
2171,CoRel1,appetizer,frites
2172,CoRel1,appetizer,filet mignon
2173,CoRel1,appetizer,scotch egg
2174,CoRel1,appetizer,charcuterie
2175,CoRel1,appetizer,entrees
2176,CoRel1,appetizer,quail
2177,CoRel1,appetizer,pork belly
2178,CoRel1,appetizer,kobe beef
2179,CoRel1,appetizer,sweetbreads
2180,CoRel1,appetizer,ribeye
2181,CoRel1,appetizer,braised short ribs
2182,CoRel1,appetizer,beef tongue
2183,CoRel1,appetizer,rib eye
2184,CoRel1,appetizer,stroganoff
2185,CoRel1,appetizer,appetizers
2186,CoRel1,appetizer,gras
2187,CoRel1,appetizer,osso bucco
2188,CoRel1,appetizer,rabbit
2189,CoRel1,appetizer,starters
2190,CoRel1,appetizer,butternut squash ravioli
2191,CoRel1,appetizer,osso buco
2192,CoRel1,appetizer,courses
2193,CoRel1,appetizer,queso dip
2194,CoRel1,appetizer,queso
2195,CoRel1,appetizer,cheese dip
2196,CoRel1,appetizer,spinach artichoke dip
2197,CoRel1,appetizer,cheese crisp
2198,CoRel1,appetizer,margarita
2199,CoRel1,appetizer,spinach dip
2200,CoRel1,appetizer,house margarita
2201,CoRel1,appetizer,fundido
2202,CoRel1,appetizer,guac
2203,CoRel1,appetizer,quesadilla
2204,CoRel1,appetizer,guacamole
2205,CoRel1,appetizer,bean dip
2206,CoRel1,appetizer,chips salsa
2207,CoRel1,appetizer,chimi
2208,CoRel1,appetizer,tortilla soup
2209,CoRel1,appetizer,hot salsa
2210,CoRel1,appetizer,margaritas
2211,CoRel1,appetizer,marg
2212,CoRel1,appetizer,burro
2213,CoRel1,appetizer,enchilada
2214,CoRel1,appetizer,horchata
2215,CoRel1,appetizer,enchilada style
2216,CoRel1,appetizer,salsa
2217,CoRel1,appetizer,enchiladas
2218,CoRel1,appetizer,cheese enchiladas
2219,CoRel1,appetizer,fajitas
2220,CoRel1,appetizer,chimichanga
2221,CoRel1,appetizer,margs
2222,CoRel1,appetizer,complimentary chips
2223,CoRel1,appetizer,mild salsa
2224,CoRel1,appetizer,nachos
2225,CoRel1,appetizer,sangria
2226,CoRel1,appetizer,chicken enchiladas
2227,CoRel1,appetizer,spicy salsa
2228,CoRel1,appetizer,refried beans
2229,CoRel1,appetizer,mango margarita
2230,CoRel1,appetizer,house margaritas
2231,CoRel1,appetizer,steak fajitas
2232,CoRel1,appetizer,chicken mole
2233,CoRel1,appetizer,pitcher
2234,CoRel1,appetizer,tortilla chips
2235,CoRel1,appetizer,nacho
2236,CoRel1,appetizer,chile relleno
2237,CoRel1,appetizer,michelada
2238,CoRel1,appetizer,pico
2239,CoRel1,appetizer,pico de gallo
2240,CoRel1,appetizer,chili relleno
2241,CoRel1,appetizer,tequila
2242,CoRel1,appetizer,chicken fajitas
2243,CoRel1,appetizer,seared tuna
2244,CoRel1,appetizer,tuna poke
2245,CoRel1,appetizer,firecracker
2246,CoRel1,appetizer,shishito peppers
2247,CoRel1,appetizer,ahi tuna
2248,CoRel1,appetizer,ahi
2249,CoRel1,appetizer,tuna
2250,CoRel1,appetizer,yellow tail
2251,CoRel1,appetizer,spicy tuna
2252,CoRel1,appetizer,yellowtail
2253,CoRel1,appetizer,albacore
2254,CoRel1,appetizer,hamachi
2255,CoRel1,appetizer,tako
2256,CoRel1,appetizer,cucumber
2257,CoRel1,appetizer,octopus
2258,CoRel1,appetizer,spicy tuna roll
2259,CoRel1,appetizer,wasabi
2260,CoRel1,appetizer,aji
2261,CoRel1,appetizer,yellowtail sashimi
2262,CoRel1,appetizer,tataki
2263,CoRel1,appetizer,rainbow roll
2264,CoRel1,appetizer,caterpillar
2265,CoRel1,appetizer,dynamite
2266,CoRel1,appetizer,spicy salmon
2267,CoRel1,appetizer,masago
2268,CoRel1,appetizer,crunch roll
2269,CoRel1,appetizer,ebi
2270,CoRel1,appetizer,handroll
2271,CoRel1,appetizer,tobiko
2272,CoRel1,appetizer,maguro
2273,CoRel1,appetizer,ponzu sauce
2274,CoRel1,appetizer,poki
2275,CoRel1,appetizer,salmon roll
2276,CoRel1,appetizer,toro
2277,CoRel1,appetizer,mackerel
2278,CoRel1,appetizer,ahi poke
2279,CoRel1,appetizer,saba
2280,CoRel1,appetizer,tuna roll
2281,CoRel1,appetizer,ponzu
2282,CoRel1,appetizer,volcano roll
2283,CoRel1,appetizer,spicy crab
2284,CoRel1,appetizer,dragon roll
2285,CoRel1,appetizer,butterfish
2286,CoRel1,appetizer,ninja
2287,CoRel1,appetizer,dynamite roll
2288,CoRel1,appetizer,spicy mayo
2289,CoRel1,appetizer,eel
2290,CoRel1,appetizer,salmon roe
2291,CoRel1,appetizer,shrimp tempura roll
2292,CoRel1,appetizer,salmon
2293,CoRel1,appetizer,buffalo wings
2294,CoRel1,appetizer,cheesy bread
2295,CoRel1,appetizer,hot wings
2296,CoRel1,appetizer,cheese sticks
2297,CoRel1,appetizer,boneless wings
2298,CoRel1,appetizer,fried mushrooms
2299,CoRel1,appetizer,fried pickles
2300,CoRel1,appetizer,garlic parm
2301,CoRel1,appetizer,chicken wings
2302,CoRel1,appetizer,buffalo
2303,CoRel1,appetizer,ranch
2304,CoRel1,appetizer,garlic knots
2305,CoRel1,appetizer,wing
2306,CoRel1,appetizer,wings
2307,CoRel1,appetizer,garlic parmesan
2308,CoRel1,appetizer,chicken fingers
2309,CoRel1,appetizer,extra crispy
2310,CoRel1,appetizer,wingstop
2311,CoRel1,appetizer,curly fries
2312,CoRel1,appetizer,smash fries
2313,CoRel1,appetizer,tenders
2314,CoRel1,appetizer,fry sauce
2315,CoRel1,appetizer,jalape o poppers
2316,CoRel1,appetizer,wing sauce
2317,CoRel1,appetizer,jalapeno poppers
2318,CoRel1,appetizer,loaded fries
2319,CoRel1,appetizer,crinkle cut fries
2320,CoRel1,appetizer,cheesesteak
2321,CoRel1,appetizer,chicago style
2322,CoRel1,appetizer,onion rings
2323,CoRel1,appetizer,hand cut fries
2324,CoRel1,appetizer,chicken tenders
2325,CoRel1,appetizer,poppers
2326,CoRel1,appetizer,cheeseburgers
2327,CoRel1,appetizer,calzones
2328,CoRel1,appetizer,deep dish
2329,CoRel1,appetizer,cheesesteaks
2330,CoRel1,appetizer,smoked wings
2331,CoRel1,appetizer,parmesan fries
2332,CoRel1,appetizer,papa johns
2333,CoRel1,appetizer,tots
2334,CoRel1,appetizer,dry rub
2335,CoRel1,appetizer,buffalo wild wings
2336,CoRel1,appetizer,tator tots
2337,CoRel1,appetizer,fires
2338,CoRel1,appetizer,nuggets
2339,CoRel1,appetizer,honey mustard
2340,CoRel1,appetizer,suicide
2341,CoRel1,appetizer,zipps
2342,CoRel1,appetizer,subs
2343,CoRel1,appetizer,amuse
2344,CoRel1,appetizer,amuse bouche
2345,CoRel1,appetizer,complimentary
2346,CoRel1,appetizer,complementary
2347,CoRel1,appetizer,gratis
2348,CoRel1,appetizer,complimentary dessert
2349,CoRel1,appetizer,bread basket
2350,CoRel1,appetizer,trio
2351,CoRel1,appetizer,desert
2352,CoRel1,appetizer,tres leches cake
2353,CoRel1,appetizer,chocolate bar
2354,CoRel1,appetizer,topper
2355,CoRel1,appetizer,revealed
2356,CoRel1,appetizer,mouse
2357,CoRel1,appetizer,souffl
2358,CoRel1,appetizer,ramekin
2359,CoRel1,appetizer,candle
2360,CoRel1,appetizer,fiasco
2361,CoRel1,appetizer,nice gesture
2362,CoRel1,appetizer,shot glass
2363,CoRel1,appetizer,shell
2364,CoRel1,appetizer,followed
2365,CoRel1,appetizer,nibble
2366,CoRel1,appetizer,spoon
2367,CoRel1,appetizer,form
2368,CoRel1,appetizer,remaining
2369,CoRel1,appetizer,interestingly
2370,CoRel1,appetizer,lastly
2371,CoRel1,appetizer,mousse
2372,CoRel1,appetizer,crackers
2373,CoRel1,appetizer,resistance
2374,CoRel1,appetizer,subsequently
2375,CoRel1,appetizer,concluded
2376,CoRel1,appetizer,chip
2377,CoRel1,appetizer,round
2378,CoRel1,appetizer,dove
2379,CoRel1,appetizer,reminder
2380,CoRel1,appetizer,mini
2381,CoRel1,appetizer,flan
2382,CoRel1,appetizer,profiteroles
2383,CoRel1,appetizer,mode
2384,CoRel1,appetizer,birthday girl
2385,CoRel1,appetizer,spoonful
2386,CoRel1,appetizer,finished
2387,CoRel1,appetizer,darkness
2388,CoRel1,appetizer,lava
2389,CoRel1,appetizer,tarte
2390,CoRel1,appetizer,chantilly
2391,CoRel1,appetizer,chocolate souffle
2392,CoRel1,appetizer,seafood platter
2393,CoRel1,appetizer,oysters
2394,CoRel1,appetizer,fried oysters
2395,CoRel1,appetizer,stuffed mushrooms
2396,CoRel1,appetizer,oyster
2397,CoRel1,appetizer,raw oysters
2398,CoRel1,appetizer,crab cakes
2399,CoRel1,appetizer,rockefeller
2400,CoRel1,appetizer,fried calamari
2401,CoRel1,appetizer,clams
2402,CoRel1,appetizer,crab claws
2403,CoRel1,appetizer,fresh oysters
2404,CoRel1,appetizer,mussels
2405,CoRel1,appetizer,crawfish
2406,CoRel1,appetizer,crabs
2407,CoRel1,appetizer,lobsters
2408,CoRel1,appetizer,dozen oysters
2409,CoRel1,appetizer,snow crab legs
2410,CoRel1,appetizer,jumbo shrimp
2411,CoRel1,appetizer,king crab legs
2412,CoRel1,appetizer,crab legs
2413,CoRel1,appetizer,tails
2414,CoRel1,appetizer,king crab
2415,CoRel1,appetizer,maine
2416,CoRel1,appetizer,muscles
2417,CoRel1,appetizer,clam chowder
2418,CoRel1,appetizer,alaskan
2419,CoRel1,appetizer,dungeness crab
2420,CoRel1,appetizer,scallops
2421,CoRel1,appetizer,raw bar
2422,CoRel1,appetizer,mussel
2423,CoRel1,appetizer,shellfish
2424,CoRel1,appetizer,cioppino
2425,CoRel1,appetizer,lobster tail
2426,CoRel1,appetizer,blue crab
2427,CoRel1,appetizer,gumbo
2428,CoRel1,appetizer,lobster
2429,CoRel1,appetizer,stone crab
2430,CoRel1,appetizer,crab
2431,CoRel1,appetizer,clam
2432,CoRel1,appetizer,pan roast
2433,CoRel1,appetizer,calamari
2434,CoRel1,appetizer,jambalaya
2435,CoRel1,appetizer,shooters
2436,CoRel1,appetizer,scampi
2437,CoRel1,appetizer,oyster bar
2438,CoRel1,appetizer,lobster rolls
2439,CoRel1,appetizer,bouillabaisse
2440,CoRel1,appetizer,alligator
2441,CoRel1,appetizer,bang bang shrimp
2442,CoRel1,appetizer,heirloom tomato salad
2443,CoRel1,appetizer,beef tartar
2444,CoRel1,appetizer,surf turf
2445,CoRel1,appetizer,brussels
2446,CoRel1,appetizer,wild mushroom
2447,CoRel1,appetizer,french onion soup
2448,CoRel1,appetizer,fritters
2449,CoRel1,appetizer,gruyere
2450,CoRel1,appetizer,liver
2451,CoRel1,appetizer,forest
2452,CoRel1,appetizer,leek
2453,CoRel1,appetizer,beet
2454,CoRel1,appetizer,pea soup
2455,CoRel1,appetizer,au gratin
2456,CoRel1,appetizer,roast chicken
2457,CoRel1,appetizer,gazpacho
2458,CoRel1,appetizer,pear
2459,CoRel1,appetizer,chard
2460,CoRel1,appetizer,kale
2461,CoRel1,appetizer,gruyere cheese
2462,CoRel1,appetizer,brie
2463,CoRel1,appetizer,tartine
2464,CoRel1,appetizer,smoked trout
2465,CoRel1,appetizer,heirloom
2466,CoRel1,appetizer,shrooms
2467,CoRel1,appetizer,mixed green salad
2468,CoRel1,appetizer,gouda
2469,CoRel1,appetizer,roasted tomato
2470,CoRel1,appetizer,arugula salad
2471,CoRel1,appetizer,endive
2472,CoRel1,appetizer,red cabbage
2473,CoRel1,appetizer,apple
2474,CoRel1,appetizer,yukon
2475,CoRel1,appetizer,spinach
2476,CoRel1,appetizer,blt
2477,CoRel1,appetizer,beets
2478,CoRel1,appetizer,grilled cheese
2479,CoRel1,appetizer,greens
2480,CoRel1,appetizer,goat cheese
2481,CoRel1,appetizer,beet salad
2482,CoRel1,appetizer,swiss
2483,CoRel1,appetizer,terrine
2484,CoRel1,appetizer,pears
2485,CoRel1,appetizer,tomato jam
2486,CoRel1,appetizer,sauteed spinach
2487,CoRel1,appetizer,creamed spinach
2488,CoRel1,appetizer,strudel
2489,CoRel1,appetizer,oven roasted
2490,CoRel1,appetizer,cranberry sauce
2491,CoRel1,appetizer,agedashi tofu
2492,CoRel1,appetizer,gyoza
2493,CoRel1,appetizer,grilled squid
2494,CoRel1,appetizer,crispy rice
2495,CoRel1,appetizer,soft shell crab
2496,CoRel1,appetizer,takoyaki
2497,CoRel1,appetizer,katsu
2498,CoRel1,appetizer,tempura
2499,CoRel1,appetizer,karaage
2500,CoRel1,appetizer,udon
2501,CoRel1,appetizer,bento boxes
2502,CoRel1,appetizer,bento
2503,CoRel1,appetizer,donburi
2504,CoRel1,appetizer,bibimbap
2505,CoRel1,appetizer,yakisoba
2506,CoRel1,appetizer,california roll
2507,CoRel1,appetizer,seaweed
2508,CoRel1,appetizer,eel
2509,CoRel1,appetizer,spicy salmon roll
2510,CoRel1,appetizer,miso soup
2511,CoRel1,appetizer,karage
2512,CoRel1,appetizer,bento box
2513,CoRel1,appetizer,skewers
2514,CoRel1,appetizer,unagi
2515,CoRel1,appetizer,okonomiyaki
2516,CoRel1,appetizer,california rolls
2517,CoRel1,appetizer,tonkatsu
2518,CoRel1,appetizer,har gow
2519,CoRel1,appetizer,kimchi
2520,CoRel1,appetizer,spicy salmon
2521,CoRel1,appetizer,pan fried dumplings
2522,CoRel1,appetizer,maki rolls
2523,CoRel1,appetizer,soba
2524,CoRel1,appetizer,yakitori
2525,CoRel1,appetizer,sushi roll
2526,CoRel1,appetizer,spider roll
2527,CoRel1,appetizer,chicken katsu
2528,CoRel1,appetizer,bulgogi
2529,CoRel1,appetizer,kalbi
2530,CoRel1,appetizer,dumplings
2531,CoRel1,appetizer,maki
2532,CoRel1,appetizer,dynamite roll
2533,CoRel1,appetizer,congee
2534,CoRel1,appetizer,spring roll
2535,CoRel1,appetizer,chicken karaage
2536,CoRel1,appetizer,fried dumplings
2537,CoRel1,appetizer,sushi rolls
2538,CoRel1,appetizer,veggie tempura
2539,CoRel1,appetizer,tempura roll
2540,CoRel1,appetizer,ebi
2541,CoRel1,appetizer,prawn
2542,CoRel1,appetizer,paella
2543,CoRel1,appetizer,beef tenderloin
2544,CoRel1,appetizer,sea scallops
2545,CoRel1,appetizer,prawns
2546,CoRel1,appetizer,scallop
2547,CoRel1,appetizer,risotto
2548,CoRel1,appetizer,chilean sea bass
2549,CoRel1,appetizer,ceviche
2550,CoRel1,appetizer,scallops
2551,CoRel1,appetizer,seabass
2552,CoRel1,appetizer,sea bass
2553,CoRel1,appetizer,shrimps
2554,CoRel1,appetizer,grouper
2555,CoRel1,appetizer,diver
2556,CoRel1,appetizer,halibut
2557,CoRel1,appetizer,shrimp
2558,CoRel1,appetizer,red snapper
2559,CoRel1,appetizer,trout
2560,CoRel1,appetizer,tilapia
2561,CoRel1,appetizer,snapper
2562,CoRel1,appetizer,shrimp fajitas
2563,CoRel1,appetizer,camarones
2564,CoRel1,appetizer,shellfish
2565,CoRel1,appetizer,atlantic salmon
2566,CoRel1,appetizer,salmon
2567,CoRel1,appetizer,seared scallops
2568,CoRel1,appetizer,relleno
2569,CoRel1,appetizer,sea urchin
2570,CoRel1,appetizer,fillet
2571,CoRel1,appetizer,swordfish
2572,CoRel1,appetizer,butterfish
2573,CoRel1,appetizer,clay pot
2574,CoRel1,appetizer,alla
2575,CoRel1,appetizer,mahi mahi
2576,CoRel1,appetizer,dish
2577,CoRel1,appetizer,tiger
2578,CoRel1,appetizer,linguini
2579,CoRel1,appetizer,pan seared
2580,CoRel1,appetizer,lobster tail
2581,CoRel1,appetizer,seared
2582,CoRel1,appetizer,filet
2583,CoRel1,appetizer,pescado
2584,CoRel1,appetizer,saffron
2585,CoRel1,appetizer,dungeness crab
2586,CoRel1,appetizer,seafood
2587,CoRel1,appetizer,saltado
2588,CoRel1,appetizer,surf and turf
2589,CoRel1,appetizer,branzino
2590,CoRel1,appetizer,king crab
2591,CoRel1,appetizer,spanakopita
2592,CoRel1,appetizer,pakora
2593,CoRel1,appetizer,sampler platter
2594,CoRel1,appetizer,goat
2595,CoRel1,appetizer,veg
2596,CoRel1,appetizer,lentil
2597,CoRel1,appetizer,chaat
2598,CoRel1,appetizer,tabouli
2599,CoRel1,appetizer,vegetarian platter
2600,CoRel1,appetizer,tandoori chicken
2601,CoRel1,appetizer,daal
2602,CoRel1,appetizer,paneer
2603,CoRel1,appetizer,raita
2604,CoRel1,appetizer,masala
2605,CoRel1,appetizer,chick peas
2606,CoRel1,appetizer,hummus
2607,CoRel1,appetizer,thali
2608,CoRel1,appetizer,curries
2609,CoRel1,appetizer,lentils
2610,CoRel1,appetizer,basmati rice
2611,CoRel1,appetizer,stuffed grape leaves
2612,CoRel1,appetizer,tabbouleh
2613,CoRel1,appetizer,chutneys
2614,CoRel1,appetizer,baba ganoush
2615,CoRel1,appetizer,dolmas
2616,CoRel1,appetizer,kofta
2617,CoRel1,appetizer,paratha
2618,CoRel1,appetizer,korma
2619,CoRel1,appetizer,platters
2620,CoRel1,appetizer,saag
2621,CoRel1,appetizer,falafel
2622,CoRel1,appetizer,naan
2623,CoRel1,appetizer,kabobs
2624,CoRel1,appetizer,chicken tikka
2625,CoRel1,appetizer,afghani
2626,CoRel1,appetizer,mutton
2627,CoRel1,appetizer,samosa
2628,CoRel1,appetizer,samosas
2629,CoRel1,appetizer,schwarma
2630,CoRel1,appetizer,chickpea
2631,CoRel1,appetizer,dosa
2632,CoRel1,appetizer,dips
2633,CoRel1,appetizer,tikka
2634,CoRel1,appetizer,sambar
2635,CoRel1,appetizer,pakoras
2636,CoRel1,appetizer,falafels
2637,CoRel1,appetizer,biryani
2638,CoRel1,appetizer,roti
2639,CoRel1,appetizer,chickpeas
2640,CoRel1,appetizer,vegetable
2641,CoRel1,appetizer,spaghetti
2642,CoRel1,appetizer,lasagna
2643,CoRel1,appetizer,bolognese
2644,CoRel1,appetizer,pasta dish
2645,CoRel1,appetizer,marinara
2646,CoRel1,appetizer,ziti
2647,CoRel1,appetizer,meatballs
2648,CoRel1,appetizer,marinara sauce
2649,CoRel1,appetizer,alfredo
2650,CoRel1,appetizer,veal
2651,CoRel1,appetizer,penne
2652,CoRel1,appetizer,rigatoni
2653,CoRel1,appetizer,ragu
2654,CoRel1,appetizer,alfredo sauce
2655,CoRel1,appetizer,marsala
2656,CoRel1,appetizer,baked ziti
2657,CoRel1,appetizer,tomato sauce
2658,CoRel1,appetizer,ravioli
2659,CoRel1,appetizer,arancini
2660,CoRel1,appetizer,chicken parmesan
2661,CoRel1,appetizer,sicilian
2662,CoRel1,appetizer,meatball
2663,CoRel1,appetizer,chicken parm
2664,CoRel1,appetizer,fettuccine
2665,CoRel1,appetizer,veal parmesan
2666,CoRel1,appetizer,pasta
2667,CoRel1,appetizer,tortellini
2668,CoRel1,appetizer,eggplant parmigiana
2669,CoRel1,appetizer,veal parm
2670,CoRel1,appetizer,linguini
2671,CoRel1,appetizer,gnocchi
2672,CoRel1,appetizer,fettuccine alfredo
2673,CoRel1,appetizer,linguine
2674,CoRel1,appetizer,primavera
2675,CoRel1,appetizer,homemade pasta
2676,CoRel1,appetizer,pomodoro
2677,CoRel1,appetizer,carbonara
2678,CoRel1,appetizer,manicotti
2679,CoRel1,appetizer,margherita
2680,CoRel1,appetizer,calzone
2681,CoRel1,appetizer,eggplant parmesan
2682,CoRel1,appetizer,pappardelle
2683,CoRel1,appetizer,parmigiana
2684,CoRel1,appetizer,meat balls
2685,CoRel1,appetizer,chicken parmigiana
2686,CoRel1,appetizer,tagliatelle
2687,CoRel1,appetizer,chicken piccata
2688,CoRel1,appetizer,cavatelli
2689,CoRel1,appetizer,al dente
2690,CoRel1,appetizer,pizza crust
2691,CoRel1,shrimp,scampi
2692,CoRel1,shrimp,sea scallops
2693,CoRel1,shrimp,seafood platter
2694,CoRel1,shrimp,rockefeller
2695,CoRel1,shrimp,fried calamari
2696,CoRel1,shrimp,mussels
2697,CoRel1,shrimp,oysters
2698,CoRel1,shrimp,escargot
2699,CoRel1,shrimp,calamari
2700,CoRel1,shrimp,scallops
2701,CoRel1,shrimp,lightly breaded
2702,CoRel1,shrimp,creole
2703,CoRel1,shrimp,ravioli
2704,CoRel1,shrimp,crab cakes
2705,CoRel1,shrimp,white wine
2706,CoRel1,shrimp,clams
2707,CoRel1,shrimp,grilled calamari
2708,CoRel1,shrimp,stuffed mushrooms
2709,CoRel1,shrimp,linguini
2710,CoRel1,shrimp,branzino
2711,CoRel1,shrimp,shrimp scampi
2712,CoRel1,shrimp,gnocchi
2713,CoRel1,shrimp,gnocci
2714,CoRel1,shrimp,diver
2715,CoRel1,shrimp,mare
2716,CoRel1,shrimp,halibut
2717,CoRel1,shrimp,risotto
2718,CoRel1,shrimp,mussel
2719,CoRel1,shrimp,raviolis
2720,CoRel1,shrimp,seared scallops
2721,CoRel1,shrimp,pappardelle
2722,CoRel1,shrimp,lobster tail
2723,CoRel1,shrimp,linguine
2724,CoRel1,shrimp,arancini
2725,CoRel1,shrimp,steak frites
2726,CoRel1,shrimp,alaskan
2727,CoRel1,shrimp,fresh oysters
2728,CoRel1,shrimp,oyster
2729,CoRel1,shrimp,cioppino
2730,CoRel1,shrimp,bolognese
2731,CoRel1,shrimp,bucatini
2732,CoRel1,shrimp,lamb chops
2733,CoRel1,shrimp,agnolotti
2734,CoRel1,shrimp,chilean sea bass
2735,CoRel1,shrimp,calamari appetizer
2736,CoRel1,shrimp,carpaccio
2737,CoRel1,shrimp,grilled octopus
2738,CoRel1,shrimp,sea bass
2739,CoRel1,shrimp,lasagne
2740,CoRel1,shrimp,steamed mussels
2741,CoRel1,shrimp,red chili
2742,CoRel1,shrimp,chile
2743,CoRel1,shrimp,green chiles
2744,CoRel1,shrimp,shredded pork
2745,CoRel1,shrimp,sweet corn
2746,CoRel1,shrimp,green
2747,CoRel1,shrimp,cilantro
2748,CoRel1,shrimp,pinto beans
2749,CoRel1,shrimp,chili
2750,CoRel1,shrimp,hot sauce
2751,CoRel1,shrimp,sour cream
2752,CoRel1,shrimp,pickled onions
2753,CoRel1,shrimp,sriracha
2754,CoRel1,shrimp,chili sauce
2755,CoRel1,shrimp,smothered
2756,CoRel1,shrimp,shredded chicken
2757,CoRel1,shrimp,black beans
2758,CoRel1,shrimp,machaca
2759,CoRel1,shrimp,pineapple
2760,CoRel1,shrimp,chiles
2761,CoRel1,shrimp,chili powder
2762,CoRel1,shrimp,chilies
2763,CoRel1,shrimp,bean
2764,CoRel1,shrimp,chili pepper
2765,CoRel1,shrimp,hoisin sauce
2766,CoRel1,shrimp,veggie burrito
2767,CoRel1,shrimp,bell peppers
2768,CoRel1,shrimp,sriracha sauce
2769,CoRel1,shrimp,green onions
2770,CoRel1,shrimp,shredded
2771,CoRel1,shrimp,shredded beef
2772,CoRel1,shrimp,bell pepper
2773,CoRel1,shrimp,chili verde
